score_id,run_id,method,model,variant,benchmark,protocol,split,task_count,pass_count,pass_rate,plus_pass_count,plus_pass_rate,metric_name,metric_value,result_completeness,validity_status,evidence_status,source_file,notes
score_0042,flab_qwen25c3b_r4_default_keep80_lora_merged_20260725_035144,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,keep80,livecodebench,r4_half,eval,200,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flab_qwen25c3b_r4_default_keep80_lora_merged_20260725_035144/livecodebench_evalhalf/score_summary.json,
score_0043,flab_qwen25c3b_r4_default_keep80_lora_merged_20260725_035144,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,keep80,mbpp,r4_half,eval,224,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flab_qwen25c3b_r4_default_keep80_lora_merged_20260725_035144/mbpp_evalhalf/score_summary.json,
score_0044,flab_qwen25c3b_r4_pruned_evalhalf_20260723_204756,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,,humaneval,r4_half,eval,82,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flab_qwen25c3b_r4_pruned_evalhalf_20260723_204756/benchguided_keep80/humaneval/score_summary.json,
score_0045,flab_qwen25c3b_r4_pruned_evalhalf_20260723_204756,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,,livecodebench,r4_half,eval,200,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flab_qwen25c3b_r4_pruned_evalhalf_20260723_204756/benchguided_keep80/livecodebench/score_summary.json,
score_0046,flab_qwen25c3b_r4_pruned_evalhalf_20260723_204756,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,,mbpp,r4_half,eval,224,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flab_qwen25c3b_r4_pruned_evalhalf_20260723_204756/benchguided_keep80/mbpp/score_summary.json,
score_0047,flab_qwen25c3b_r4_pruned_evalhalf_20260723_204756,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,,humaneval,r4_half,eval,82,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flab_qwen25c3b_r4_pruned_evalhalf_20260723_204756/default_keep80/humaneval/score_summary.json,
score_0048,flab_qwen25c3b_r4_pruned_evalhalf_20260723_204756,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,,livecodebench,r4_half,eval,200,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flab_qwen25c3b_r4_pruned_evalhalf_20260723_204756/default_keep80/livecodebench/score_summary.json,
score_0049,flab_qwen25c3b_r4_pruned_evalhalf_20260723_204756,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,,mbpp,r4_half,eval,224,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flab_qwen25c3b_r4_pruned_evalhalf_20260723_204756/default_keep80/mbpp/score_summary.json,
score_0050,flabpruner_qwen25c15b_official_keep80_20260730_015031,Flab-Pruner,Qwen/Qwen2.5-Coder-1.5B-Instruct,keep80,humaneval,r4_half,eval,82,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flabpruner_qwen25c15b_official_keep80_20260730_015031/eval_v2/humaneval/score/score_summary.json,
score_0051,flabpruner_qwen25c15b_official_keep80_20260730_015031,Flab-Pruner,Qwen/Qwen2.5-Coder-1.5B-Instruct,keep80,livecodebench,r4_half,eval,200,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flabpruner_qwen25c15b_official_keep80_20260730_015031/eval_v2/livecodebench/score/score_summary.json,
score_0052,flabpruner_qwen25c15b_official_keep80_20260730_015031,Flab-Pruner,Qwen/Qwen2.5-Coder-1.5B-Instruct,keep80,mbpp,r4_half,eval,224,1,0.004464285714285714,,,pass_rate,0.004464285714285714,complete,valid,present,results/evidence/r4_half/flabpruner_qwen25c15b_official_keep80_20260730_015031/eval_v2/mbpp_evalplus/score/score_summary.json,
score_0053,flabpruner_qwen25c3b_official_keep80_gpu_20260728_172449,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,keep80,humaneval,r4_half,eval,82,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flabpruner_qwen25c3b_official_keep80_gpu_20260728_172449/eval/humaneval/score/score_summary.json,
score_0054,flabpruner_qwen25c3b_official_keep80_gpu_20260728_172449,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,keep80,livecodebench,r4_half,eval,200,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flabpruner_qwen25c3b_official_keep80_gpu_20260728_172449/eval/livecodebench/score/score_summary.json,
score_0055,flabpruner_qwen25c3b_official_keep80_gpu_20260728_172449,Flab-Pruner,Qwen/Qwen2.5-Coder-3B-Instruct,keep80,mbpp,r4_half,eval,224,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/flabpruner_qwen25c3b_official_keep80_gpu_20260728_172449/eval/mbpp_evalplus/score/score_summary.json,
score_0056,llmpruner_codellama7b_r4_layerdrop_keep80_full_20260725_182022,LLM-Pruner,codellama/CodeLlama-7b-hf,keep80,humaneval,r4_half,eval,82,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/llmpruner_codellama7b_r4_layerdrop_keep80_full_20260725_182022/benchguided_keep80_lora_merged/evalhalf/humaneval/score_summary.json,
score_0057,llmpruner_codellama7b_r4_layerdrop_keep80_full_20260725_182022,LLM-Pruner,codellama/CodeLlama-7b-hf,keep80,livecodebench,r4_half,eval,200,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/llmpruner_codellama7b_r4_layerdrop_keep80_full_20260725_182022/benchguided_keep80_lora_merged/evalhalf/livecodebench/score_summary.json,
score_0058,llmpruner_codellama7b_r4_layerdrop_keep80_full_20260725_182022,LLM-Pruner,codellama/CodeLlama-7b-hf,keep80,mbpp,r4_half,eval,224,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/llmpruner_codellama7b_r4_layerdrop_keep80_full_20260725_182022/benchguided_keep80_lora_merged/evalhalf/mbpp/score_summary.json,
score_0059,llmpruner_codellama7b_r4_layerdrop_keep80_full_20260725_182022,LLM-Pruner,codellama/CodeLlama-7b-hf,keep80,humaneval,r4_half,eval,82,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/llmpruner_codellama7b_r4_layerdrop_keep80_full_20260725_182022/default_keep80_lora_merged/evalhalf/humaneval/score_summary.json,
score_0060,llmpruner_codellama7b_r4_layerdrop_keep80_full_20260725_182022,LLM-Pruner,codellama/CodeLlama-7b-hf,keep80,livecodebench,r4_half,eval,200,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/llmpruner_codellama7b_r4_layerdrop_keep80_full_20260725_182022/default_keep80_lora_merged/evalhalf/livecodebench/score_summary.json,
score_0061,llmpruner_codellama7b_r4_layerdrop_keep80_full_20260725_182022,LLM-Pruner,codellama/CodeLlama-7b-hf,keep80,mbpp,r4_half,eval,224,4,0.017857142857142856,,,pass_rate,0.017857142857142856,complete,valid,present,results/evidence/r4_half/llmpruner_codellama7b_r4_layerdrop_keep80_full_20260725_182022/default_keep80_lora_merged/evalhalf/mbpp/score_summary.json,
score_0062,llmpruner_qwen25c15b_official_keep80_gpu_20260730_105340,LLM-Pruner,Qwen/Qwen2.5-Coder-1.5B-Instruct,keep80,humaneval,r4_half,eval,82,2,0.024390243902439025,,,pass_rate,0.024390243902439025,complete,valid,present,results/evidence/r4_half/llmpruner_qwen25c15b_official_keep80_gpu_20260730_105340/eval_v3/humaneval/score/score_summary.json,
score_0063,llmpruner_qwen25c15b_official_keep80_gpu_20260730_105340,LLM-Pruner,Qwen/Qwen2.5-Coder-1.5B-Instruct,keep80,livecodebench,r4_half,eval,200,0,0.0,,,pass_rate,0.0,complete,valid,present,results/evidence/r4_half/llmpruner_qwen25c15b_official_keep80_gpu_20260730_105340/eval_v3/livecodebench/score/score_summary.json,
score_0064,llmpruner_qwen25c15b_official_keep80_gpu_20260730_105340,LLM-Pruner,Qwen/Qwen2.5-Coder-1.5B-Instruct,keep80,mbpp,r4_half,eval,224,1,0.004464285714285714,,,pass_rate,0.004464285714285714,complete,valid,present,results/evidence/r4_half/llmpruner_qwen25c15b_official_keep80_gpu_20260730_105340/eval_v3/mbpp_evalplus/score/score_summary.json,
score_0065,pilot_keep80_official_all_20260727_174732,Flab-Pruner;LLM-Pruner;SliceGPT,,keep80,humaneval,r4_half,eval,5,0,0.0,,,pass_rate,0.0,pilot,valid,present,results/evidence/r4_half/pilot_keep80_official_all_20260727_174732/flabpruner_eval5/humaneval/score/score_summary.json,
score_0066,pilot_keep80_official_all_20260727_174732,Flab-Pruner;LLM-Pruner;SliceGPT,,keep80,livecodebench,r4_half,eval,5,0,0.0,,,pass_rate,0.0,pilot,valid,present,results/evidence/r4_half/pilot_keep80_official_all_20260727_174732/flabpruner_eval5/livecodebench/score/score_summary.json,
score_0067,pilot_keep80_official_all_20260727_174732,Flab-Pruner;LLM-Pruner;SliceGPT,,keep80,mbpp,r4_half,eval,5,0,0.0,,,pass_rate,0.0,pilot,valid,present,results/evidence/r4_half/pilot_keep80_official_all_20260727_174732/flabpruner_eval5/mbpp_evalplus/score/score_summary.json,
score_0068,pilot_keep80_official_all_20260727_174732,Flab-Pruner;LLM-Pruner;SliceGPT,,keep80,humaneval,r4_half,eval,5,2,0.4,,,pass_rate,0.4,pilot,valid,present,results/evidence/r4_half/pilot_keep80_official_all_20260727_174732/llmpruner_eval5/humaneval/score/score_summary.json,
score_0069,pilot_keep80_official_all_20260727_174732,Flab-Pruner;LLM-Pruner;SliceGPT,,keep80,livecodebench,r4_half,eval,5,1,0.2,,,pass_rate,0.2,pilot,valid,present,results/evidence/r4_half/pilot_keep80_official_all_20260727_174732/llmpruner_eval5/livecodebench/score/score_summary.json,
score_0070,pilot_keep80_official_all_20260727_174732,Flab-Pruner;LLM-Pruner;SliceGPT,,keep80,mbpp,r4_half,eval,5,2,0.4,,,pass_rate,0.4,pilot,valid,present,results/evidence/r4_half/pilot_keep80_official_all_20260727_174732/llmpruner_eval5/mbpp_evalplus/score/score_summary.json,
score_0071,pilot_keep80_official_all_20260727_174732,Flab-Pruner;LLM-Pruner;SliceGPT,,keep80,humaneval,r4_half,eval,5,0,0.0,,,pass_rate,0.0,pilot,valid,present,results/evidence/r4_half/pilot_keep80_official_all_20260727_174732/slicegpt_eval5/humaneval/score/score_summary.json,
score_0072,pilot_keep80_official_all_20260727_174732,Flab-Pruner;LLM-Pruner;SliceGPT,,keep80,livecodebench,r4_half,eval,5,0,0.0,,,pass_rate,0.0,pilot,valid,present,results/evidence/r4_half/pilot_keep80_official_all_20260727_174732/slicegpt_eval5/livecodebench/score/score_summary.json,
score_0073,pilot_keep80_official_all_20260727_174732,Flab-Pruner;LLM-Pruner;SliceGPT,,keep80,mbpp,r4_half,eval,5,0,0.0,,,pass_rate,0.0,pilot,valid,present,results/evidence/r4_half/pilot_keep80_official_all_20260727_174732/slicegpt_eval5/mbpp_evalplus/score/score_summary.json,
score_0074,qwen25c15b_official_evalhalf_20260729_172949,baseline,Qwen/Qwen2.5-Coder-1.5B-Instruct,,humaneval,r4_half,eval,82,18,0.21951219512195122,,,pass_rate,0.21951219512195122,complete,valid,present,results/evidence/r4_half/qwen25c15b_official_evalhalf_20260729_172949/humaneval/score/score_summary.json,
score_0075,qwen25c15b_official_evalhalf_20260729_172949,baseline,Qwen/Qwen2.5-Coder-1.5B-Instruct,,livecodebench,r4_half,eval,200,28,0.14,,,pass_rate,0.14,complete,valid,present,results/evidence/r4_half/qwen25c15b_official_evalhalf_20260729_172949/livecodebench/score/score_summary.json,
score_0076,qwen25c15b_official_evalhalf_20260729_172949,baseline,Qwen/Qwen2.5-Coder-1.5B-Instruct,,mbpp,r4_half,eval,224,115,0.5133928571428571,,,pass_rate,0.5133928571428571,complete,valid,present,results/evidence/r4_half/qwen25c15b_official_evalhalf_20260729_172949/mbpp_evalplus/score/score_summary.json,
score_0077,qwen25c3b_official_evalhalf_20260727_135521,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,,humaneval,r4_half,eval,82,27,0.32926829268292684,,,pass_rate,0.32926829268292684,complete,valid,present,results/evidence/r4_half/qwen25c3b_official_evalhalf_20260727_135521/humaneval_score/score_summary.json,
score_0078,qwen25c3b_official_evalhalf_20260727_135521,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,,livecodebench,r4_half,eval,200,61,0.305,,,pass_rate,0.305,complete,valid,present,results/evidence/r4_half/qwen25c3b_official_evalhalf_20260727_135521/livecodebench/score/score_summary.json,
score_0079,qwen25c3b_official_evalhalf_20260727_135521,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,,mbpp,r4_half,eval,224,154,0.6875,,,pass_rate,0.6875,complete,valid,present,results/evidence/r4_half/qwen25c3b_official_evalhalf_20260727_135521/mbpp_evalplus/score/score_summary.json,
score_0080,qwen25c3b_r4_baseline_evalhalf_20260723_193503,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,,humaneval,r4_half,eval,82,2,0.024390243902439025,,,pass_rate,0.024390243902439025,complete,valid,present,results/evidence/r4_half/qwen25c3b_r4_baseline_evalhalf_20260723_193503/humaneval/score_summary.json,
score_0081,qwen25c3b_r4_baseline_evalhalf_20260723_193503,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,,livecodebench,r4_half,eval,200,32,0.16,,,pass_rate,0.16,complete,valid,present,results/evidence/r4_half/qwen25c3b_r4_baseline_evalhalf_20260723_193503/livecodebench/score_summary.json,
score_0082,qwen25c3b_r4_baseline_evalhalf_20260723_193503,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,,mbpp,r4_half,eval,224,117,0.5223214285714286,,,pass_rate,0.5223214285714286,complete,valid,present,results/evidence/r4_half/qwen25c3b_r4_baseline_evalhalf_20260723_193503/mbpp/score_summary.json,
score_0083,qwen25c3b_r4_baseline_evalhalf_recheck_20260726_181426,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,,humaneval,r4_half,eval,82,2,0.024390243902439025,,,pass_rate,0.024390243902439025,complete,valid,present,results/evidence/r4_half/qwen25c3b_r4_baseline_evalhalf_recheck_20260726_181426/humaneval/score_summary.json,
score_0084,qwen25c3b_r4_baseline_evalhalf_recheck_20260726_181426,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,,livecodebench,r4_half,eval,200,16,0.08,,,pass_rate,0.08,complete,valid,present,results/evidence/r4_half/qwen25c3b_r4_baseline_evalhalf_recheck_20260726_181426/livecodebench/score_summary.json,
score_0085,qwen25c3b_r4_baseline_evalhalf_recheck_20260726_181426,baseline,Qwen/Qwen2.5-Coder-3B-Instruct,,mbpp,r4_half,eval,224,117,0.5223214285714286,,,pass_rate,0.5223214285714286,complete,valid,present,results/evidence/r4_half/qwen25c3b_r4_baseline_evalhalf_recheck_20260726_181426/mbpp/score_summary.json,
